189.909, 129.508, 7.798, 22.473 False
189.648, 129.513, 7.824, 22.506 False
189.386, 129.515, 7.852, 22.539 False
189.124, 129.511, 7.857, 22.572 False
188.862, 129.509, 7.866, 22.605 False
188.600, 129.515, 7.864, 22.638 False
188.337, 129.518, 7.890, 22.671 False
188.073, 129.514, 7.915, 22.704 False
187.808, 129.512, 7.947, 22.737 False
187.543, 129.508, 7.955, 22.770 False
187.278, 129.506, 7.943, 22.803 False
187.014, 129.512, 7.908, 22.836 False
186.751, 129.514, 7.888, 22.869 False
186.489, 129.509, 7.870, 22.902 False
186.226, 129.507, 7.884, 22.935 False
185.963, 129.513, 7.898, 22.968 False
185.699, 129.515, 7.931, 23.001 False
185.434, 129.511, 7.949, 23.034 False
185.168, 129.510, 7.967, 23.067 False
184.902, 129.505, 7.971, 23.100 False
184.637, 129.503, 7.973, 23.133 False
184.371, 129.508, 7.965, 23.166 False
184.105, 129.511, 7.987, 23.199 False
183.838, 129.506, 8.008, 23.232 False
183.570, 129.504, 8.037, 23.265 False
183.303, 129.509, 8.030, 23.298 False
183.036, 129.511, 8.008, 23.331 False
182.770, 129.507, 7.961, 23.364 False
182.506, 129.505, 7.924, 23.397 False
182.243, 129.511, 7.886, 23.430 False
181.981, 129.514, 7.882, 23.463 False
181.718, 129.510, 7.886, 23.496 False
181.454, 129.509, 7.919, 23.529 False
181.189, 129.505, 7.957, 23.562 False
180.922, 129.503, 7.993, 23.595 False
180.656, 129.509, 7.990, 23.628 False
180.390, 129.511, 7.966, 23.661 False
180.126, 129.506, 7.913, 23.694 False
179.864, 129.505, 7.864, 23.727 False
179.603, 129.510, 7.813, 23.760 False
179.344, 129.513, 7.792, 23.793 False
179.084, 129.509, 7.782, 23.826 False
178.824, 129.507, 7.804, 23.859 False
178.563, 129.503, 7.833, 23.892 False
178.301, 129.501, 7.867, 23.925 False
